license_id,legal_name,dba,license_type_raw,license_status,street_address_raw,city_raw,geoid,county_raw,website_raw,has_website,contact_email,contact_phone,issue_date,first_issue_date,price_capture_status
AMS1775,"RUGGED ROOTS SOUTH, LLC",,Store,Active,1022 Stillwater Ave,Bangor,2301902795,Penobscot,https://ruggedrootsinc.com/,true,malina.dumas@dentons.com,+1 (207) 835-4355,13-MAR-26,13-MAR-26,not_attempted
AMS1776,REJUVENATE CC LLC,,Store,Active,140 Federal Rd,Parsonsfield,2303156870,York,,false,rejuvenatecannaco@yahoo.com,+1 (207) 432-6405,13-FEB-26,13-FEB-26,not_attempted
AMS1778,"RUGGED ROOTS SOUTH, LLC",,Store,Active,378 Western Ave,Augusta,2301102100,Kennebec,https://ruggedrootsinc.com/,true,malina.dumas@dentons.com,+1 (207) 835-4355,20-JAN-26,20-JAN-26,not_attempted
AMS1783,JRR EAST LLC,PURPLE HAZE BY GOOSE RIVER,Store,Active,202 Us Hwy 1,Baring Plantation,2302902970,Washington,N/A,true,jracioppi18@gmail.com,+1 (207) 505-0369,24-JUN-26,24-JUN-26,not_attempted
AMS1785,"SILVER THERAPEUTICS OF SOUTH PORTLAND, LLC",,Store,Active,18 Federal Rd,Parsonsfield,2303156870,York,https://silver-therapeutics.com/,true,malina.dumas@dentons.com,+1 (207) 835-4355,08-JAN-26,08-JAN-26,not_attempted
AMS1786,"ZGE BOTANICALS, LLC",ZERO GRAVITY CANNABIS,Store,Active,52 River Rd,Chelsea,2301112350,Kennebec,https://zerogravitycannabis.com/,true,jgcohen@verrill-law.com,+1 (207) 253-4834,30-MAR-26,30-MAR-26,not_attempted
AMS1791,"STONER & CO., LLC",,Store,Active,210 College Ave,Waterville,2301180740,Kennebec,WWW.STONERANDCO.COM,true,rebecca@stonerandco.com,+1 (813) 486-2458,25-NOV-25,25-NOV-25,not_attempted
AMS1802,COSMO VENTURES LLC,CANNA CABANA,Store,Active,216 Wilton Rd,Farmington,2300724775,Franklin,,false,jyssicaimee@gmail.com,+1 (207) 491-4011,16-DEC-25,16-DEC-25,not_attempted
AMS1806,"KENDER FARMS, INC.",BLUE SKY,Store,Active,434 Main St,Damariscotta,2301516235,Lincoln,,false,malina.dumas@dentons.com,+1 (207) 835-4355,06-APR-26,06-APR-26,not_attempted
AMS1807,FROSTED FIRE AU LLC,FROSTED FIRE,Store,Active,1085 Main St,Lewiston,2300138740,Androscoggin,,false,jeremy@frostedfirecannabis.com,+1 (207) 446-7028,08-APR-26,08-APR-26,not_attempted
AMS1818,"HAZY HILL FARMS, LLC",HAZY HILL FARM,Store,Active,482 Congress St,Portland,2300560545,Cumberland,hazyhillfarm.com,true,office@hazyhillfarm.com,+1 (207) 766-1098,18-MAR-26,18-MAR-26,not_attempted
AMS1821,"COASTAL ROOTS - BIDDEFORD, LLC",,Store,Active,4 Wellspring Rd,Biddeford,2303104860,York,,false,malina.dumas@dentons.com,+1 (207) 835-4355,17-JUN-26,17-JUN-26,not_attempted
AMS1822,"COASTAL ROOTS - BRIDGTON, LLC",,Store,Active,152 Portland Rd,Bridgton,2300507170,Cumberland,,false,malina.dumas@dentons.com,+1 (207) 835-4355,17-JUN-26,17-JUN-26,not_attempted
AMS183,"SILVER THERAPEUTICS OF BERWICK, LLC",SILVER THERAPAUTICS WEED DISPENSARY & DELIVERY BERWICK,Store,Active,60 Route 236,Berwick,2303104720,York,https://silver-therapeutics.com/location/recreational-cannabis-dispensary-berwick-me-03901/#info,true,malina.dumas@dentons.com,+1 (207) 835-4355,14-JAN-26,14-JAN-22,not_attempted
AMS188,AAA PHARMACEUTICAL ALTERNATIVES,,Store,Active,601 Western Ave,Manchester,2301143080,Kennebec,www.AAAPHARMACEUTICALALTERNATIVES.com,true,scalia6466@gmail.com,+1 (207) 931-7378,31-MAR-26,31-MAR-21,not_attempted
AMS206,"SWEET RELIEF SHOP, LLC",SWEET RELIEF SHOP,Store,Active,1 Priest Rd,Northport,2302752845,Waldo,,false,johnlorenz2000@hotmail.com,+1 (207) 930-5430,07-SEP-25,07-SEP-20,not_attempted
AMS208,"BANGOR-BOHN, LLC",BROTHERS,Store,Active,469 Stillwater Ave,Bangor,2301902795,Penobscot,,false,greg7314@aol.com,+1 (207) 852-0575,28-JAN-26,28-JAN-21,not_attempted
AMS212,"HI-LO DISPENSARY, LLC",,Store,Active,435 Maine Street,Poland,2300160020,Androscoggin,,false,joygrantlowe@gmail.com,+1 (781) 733-4235,09-OCT-25,09-OCT-20,not_attempted
AMS216,"JAMY ENTERPRISES, LLC",THE HEALING COMMUNITY MEDCO,Store,Active,119 Skiway Road,Newry,2301749275,Oxford,https://thcmedco.com/,true,jgcohen@verrill-law.com,+1 (207) 253-4834,14-SEP-25,14-SEP-20,not_attempted
AMS228,FIRESTORM CULTIVATION,,Store,Active,1172 Hammond St,Bangor,2301902795,Penobscot,,false,abrams54321@hotmail.com,+1 (207) 631-9097,01-OCT-25,01-OCT-20,not_attempted
AMS233,OPCO LLC,KIND FARM RESERVE,Store,Active,3 Kind Farms Way,Berwick,2303104720,York,,false,malina.dumas@dentons.com,+1 (207) 835-4355,30-JUN-26,30-JUN-21,not_attempted
AMS236,"MEOWY JANE, LLC",,Store,Active,145 Commercial St,Portland,2300560545,Cumberland,meowyjane.org,true,chelse@meowyjane.org,+1 (978) 228-4432,16-NOV-25,16-NOV-21,not_attempted
AMS242,GRASS ROOTS MARIJUANA SHOP LLC,GRM SHOP,Store,Active,377 Saint John St,Portland,2300560545,Cumberland,https://www.grm207.com/,true,hamilton.james55@gmail.com,+1 (207) 504-1211,10-MAR-26,10-MAR-21,not_attempted
AMS252,"GREEN ALIEN CANNABIS COMPANY II, LLC",CANNABIS CURED PORTLAND,Store,Active,442 Fore St,Portland,2300560545,Cumberland,https://cannabiscured.com/dispensaries/portland/,true,bharnish@cannabiscured.com,+1 (207) 239-7669,14-JUN-26,14-JUN-21,not_attempted
AMS258,THE CANNABIS CABIN LLC,,Store,Active,50 Mechanic Falls Rd,Poland,2300160020,Androscoggin,https://thecabincannabis.ca/,true,adam@thecabin.me,+1 (207) 577-8701,19-NOV-25,19-NOV-21,not_attempted
AMS276,ARCANNA RETAIL LLC,EAST COAST CANNABIS,Store,Active,290 Harold L Dow Highway,Eliot,2303122955,York,,false,malina.dumas@dentons.com,+1 (207) 835-4355,09-JUN-26,09-JUN-21,not_attempted
AMS297,"STICKY DIAMOND, LLC",,Store,Active,55 Rome Rd Unit 2,Rome,2301163835,Kennebec,Stickydiamond.com,true,stickydiamond420@gmail.com,+1 (207) 557-4480,27-MAY-26,27-MAY-21,not_attempted
AMS304,"PINE TREE MAINE 2, LLC",LANDRACE CANNABIS CO.,Store,Active,415 Hollis Rd,Hollis Center,,York,,false,lindsay@landracecanna.com,+1 (207) 807-5641,17-MAR-26,17-MAR-22,not_attempted
AMS306,THE STONED MOOSE LLC,,Store,Active,22 Sunday River Rd Unit A,Bethel,2301704825,Oxford,www.thestonedmoose.com,true,jodi@mooseheadfarms.com,+1 (207) 381-6313,23-AUG-25,23-AUG-21,not_attempted
AMS311,"BOTANY, INC.",,Store,Active,409 Main St,Rockland,2301363590,Knox,https://botanymaine.com/,true,caleb@botanymaine.com,+1 (207) 230-9089,26-AUG-25,26-AUG-21,not_attempted
AMS324,"PINE TREE MAINE 3, LLC",LANDRACE CANNABIS CO,Store,Active,373 Forest Ave,Portland,2300560545,Cumberland,,false,lindsay@landracecanna.com,+1 (207) 807-5641,27-APR-26,27-APR-21,not_attempted
AMS331,ALL KIND BODEGA LLC,,Store,Active,684 Congress St,Portland,2300560545,Cumberland,https://allkind.buzz,true,malina.dumas@dentons.com,+1 (207) 835-4355,19-MAR-26,19-MAR-21,not_attempted
AMS343,"HIGHLY CANNACO AUBURN RETAIL, LLC",,Store,Active,648 Turner St,Auburn,2300102060,Androscoggin,https://gethighly.com/,true,malina.dumas@dentons.com,+1 (207) 835-4355,29-JUN-26,29-JUN-21,not_attempted
AMS386,"DIRIGO NATURALS, LLC",FOLIAGE ME,Store,Active,446 Western Ave,South Portland,2300571990,Cumberland,,false,foliage.lever@gmail.com,+1 (207) 712-6226,24-AUG-25,24-AUG-21,not_attempted
AMS400,"OMG CANNABIS CO. RETAIL, LLC",OMG CANNABIS CO.,Store,Active,47 India St Ste C,Portland,2300560545,Cumberland,https://www.omglove.me/,true,shai@omglove.me,+1 (207) 632-4454,22-JUL-25,22-JUL-21,not_attempted
AMS416,ROYAL LEAF LLC,ROYAL LEAF APOTHECARY,Store,Active,415 Main St,Presque Isle,2300360825,Aroostook,,false,matt.nida@royalleafpot.com,+1 (304) 633-2480,08-DEC-25,08-DEC-21,not_attempted
AMS428,ORIGINS SALE ME LLC,ROSE MARY JANE,Store,Active,327 Saint John St,Portland,2300560545,Cumberland,https://www.originscannabis.com,true,yana@rosemaryjane.com,+1 (339) 225-2403,14-SEP-25,14-SEP-21,not_attempted
AMS476,JULIE TUBBS,GARDEN LITES,Store,Active,16 North Main Street,Peru,2301758270,Oxford,,false,mtubbs@roadrunner.com,+1 (207) 357-7433,28-APR-26,28-APR-21,not_attempted
AMS488,"HUMBLE FAMILY FARMS RETAIL GROUP, LLC",HUMBLE FAMILY FARMS,Store,Active,415 Sabattus St Ste A,Lewiston,2300138740,Androscoggin,www.humblefamilyfarmsmaine.com,true,amy@humblefamilyfarmsmaine.com,+1 (207) 468-5863,03-AUG-25,03-AUG-21,not_attempted
AMS511,ECC LEBANON RETAIL LLC,EAST COAST CANNABIS,Store,Active,1716 Carl Broggi Hwy,Lebanon,2303138425,York,,false,malina.dumas@dentons.com,+1 (207) 835-4355,14-MAR-26,14-MAR-22,not_attempted
AMS559,"LIMITED EDITION FARM, LLC",,Store,Active,223 S Main St Unit A,Solon,2302569505,Somerset,,false,anthony@midmainemarijuana.com,+1 (207) 385-7115,09-DEC-25,09-DEC-21,not_attempted
AMS564,"GREEN ALIEN CANNABIS COMPANY, LLC",CANNABIS CURED RETAIL,Store,Active,49 Bangor Mall Blvd,Bangor,2301902795,Penobscot,https://cannabiscured.com/,true,bharnish@cannabiscured.com,+1 (207) 239-7669,20-OCT-25,20-OCT-21,not_attempted
AMS565,"GREEN ALIEN CANNABIS COMPANY, LLC",CANNABIS CURED RETAIL,Store,Active,155 New County Rd,Thomaston,2301376365,Knox,,false,bharnish@cannabiscured.com,+1 (207) 239-7669,18-JUN-26,18-JUN-21,not_attempted
AMS571,"LNI, LLC",RIVER DRIVER CANNABIS CO.,Store,Active,132 Church Rd,Brunswick,2300508430,Cumberland,,false,lisa@riverdrivercc.com,+1 (207) 615-5394,04-AUG-25,04-AUG-21,not_attempted
AMS590,PUFFIN COMPANY 3 LLC,THE GREAT ATLANTIC PUFFIN COMPANY ADULT USE,Store,Active,510 Portland Rd,Bridgton,2300507170,Cumberland,https://greatatlanticpuffincorec.com/home/,true,malina.dumas@dentons.com,+1 (207) 835-4355,10-JAN-26,10-JAN-22,not_attempted
AMS593,"SWEET DIRT 2, LLC",HIGH VALUE CANNABIS,Store,Active,475 Kennedy Memorial Dr,Waterville,2301180740,Kennebec,https://highvaluecannabis.com/,true,connor@opuscg.com,+1 (207) 319-8283,02-DEC-25,02-DEC-20,not_attempted
AMS600,"MERISTEM, LLC",,Store,Active,11 Seal Cove Rd,Southwest Harbor,2300972865,Hancock,themeristem.com,true,themeristemllc@gmail.com,+1 (207) 266-6031,01-JUL-26,01-JUL-21,not_attempted
AMS625,NOVA FARMS MAINE LLC,,Store,Active,22 Rockwood Rd,Greenville Junction,,Piscataquis,,false,john@novafarms.com,+1 (401) 741-6190,08-SEP-25,08-SEP-21,not_attempted
AMS639,NATURAL HEALTHY LEAF LLC,PHO KING GREAT CANNABIS,Store,Active,1114 Hammond St Ste 2,Bangor,2301902795,Penobscot,https://phokingweed.com/,true,jttleaf420@gmail.com,+1 (617) 595-8989,30-APR-26,30-APR-21,not_attempted
AMS652,SELECTIVE LLC,,Store,Active,682 Main St Unit A,South Portland,2300571990,Cumberland,,false,morganmbryan@gmail.com,+1 (949) 230-7792,17-SEP-25,17-SEP-21,not_attempted
AMS718,RED BRICK & MORTAR INC.,FIRESTORM OF ORONO,Store,Active,6 Stillwater Ave Ste 600,Orono,2301955565,Penobscot,,false,sal@newenglandreserve.com,+1 (240) 446-9922,27-SEP-25,27-SEP-21,not_attempted
AMS719,THOMPSON LAKE CAREGIVING LLC,T.L.C'S THE HIDEAWAY,Store,Active,483 Main St,Oxford,2301756310,Oxford,,false,caryn@carynsmith.com,+1 (214) 801-9582,07-FEB-26,07-FEB-22,not_attempted
AMS753,"COASTAL ROOTS - PORTLAND, LLC",,Store,Active,953 Congress St,Portland,2300560545,Cumberland,https://www.coastalroots.com/,true,malina.dumas@dentons.com,+1 (207) 835-4355,17-FEB-26,17-FEB-22,not_attempted
AMS763,"FARMACOLOGY, LLC",HIGHBROW,Store,Active,767 Western Ave,Manchester,2301143080,Kennebec,https://www.highbrowmaine.com/,true,david@highbrowmaine.com,+1 (502) 415-4919,11-MAR-26,11-MAR-24,not_attempted
AMS764,"GREEN LIFE, LLC",,Store,Active,19 Park St,Milo,2302146020,Piscataquis,https://milo.greenlifemaine.com/,true,greenlifemaine@gmail.com,+1 (207) 965-5940,24-MAR-26,24-MAR-23,not_attempted
AMS780,MYSTIQUE RETAIL LLC,MYSTIQUE OF MAINE,Store,Active,375 Center St,Auburn,2300102060,Androscoggin,,false,malina.dumas@dentons.com,+1 (207) 835-4355,03-MAR-26,01-MAR-22,not_attempted
AMS794,BELVIDERE FARMACY LLC,,Store,Active,Recreational Building 185 Pleasant St,Rockland,2301363590,Knox,https://www.belvidere.farm/home,true,belviderefarm1@gmail.com,+1 (207) 660-8104,05-OCT-25,05-OCT-21,not_attempted
AMS800,JAR CO. SOUTH PORTLAND LLC,JAR CANNABIS CO,Store,Active,740 Broadway Ste 700,South Portland,2300571990,Cumberland,https://www.southportland.org,true,joel@jarcannabis.com,+1 (207) 333-8171,02-NOV-25,02-NOV-21,not_attempted
AMS801,JAR CO. WINDHAM LLC,JAR CANNABIS CO,Store,Active,11 Storm Dr Unit 4,Windham,2300586025,Cumberland,https://www.windhammaine.us/,true,joel@jarcannabis.com,+1 (207) 333-8171,11-FEB-26,11-FEB-22,not_attempted
AMS802,JAR CO. NEWRY LLC,JAR CANNABIS CO,Store,Active,2 Post Office Mall,Newry,2301749275,Oxford,https://jarcannabis.com/newry,true,joel@jarcannabis.com,+1 (207) 333-8171,20-DEC-25,20-DEC-21,not_attempted
AMS809,"GREEN ALIEN CANNABIS COMPANY, LLC",CANNABIS CURED RETAIL,Store,Active,1215 Carrabassett Dr,Carrabassett Valley,2300710740,Franklin,,false,bharnish@cannabiscured.com,+1 (207) 239-7669,22-DEC-25,22-DEC-21,not_attempted
AMS811,"HIGHLY CANNACO BOOTHBAY RETAIL, LLC",,Store,Active,638 Wiscasset Rd,Boothbay,2301506050,Lincoln,,false,malina.dumas@dentons.com,+1 (207) 835-4355,31-AUG-25,31-AUG-21,not_attempted
AMS812,"HIGHLY CANNACO SOUTH PORTLAND RETAIL, LLC",,Store,Active,200 Gorham Rd,South Portland,2300571990,Cumberland,https://gethighly.com,true,malina.dumas@dentons.com,+1 (207) 835-4355,15-MAR-26,10-MAR-22,not_attempted
AMS813,KOZ WE CAN LLC,BUDZ EMPORIUM,Store,Active,1995 Medway Rd,Medway,2301945005,Penobscot,https://budzemporium.com/,true,brooke@ryzabove.com,+1 (630) 276-8470,10-JAN-26,10-JAN-22,not_attempted
AMS827,ME PLANT BASED THERAPY LLC,HIGHBROW,Store,Active,605 Congress St Unit C,Portland,2300560545,Cumberland,https://sweetspotfarms.com/,true,david@highbrowmaine.com,+1 (502) 415-4919,01-NOV-25,01-NOV-21,not_attempted
AMS828,HOMEGROWN OF HALLOWELL LLC,,Store,Active,109 Water St,Hallowell,2301130550,Kennebec,https://www.homegrownhealthcare.net/hallowell,true,lindsay@landracecanna.com,+1 (207) 807-5641,12-JUL-26,12-JUL-22,not_attempted
AMS831,"OXFORD PROVISIONS, LLC",ALTERNATIVE ESSENCE OXFORD,Store,Active,7 Oxford Homes Ln Unit 1,Oxford,2301756310,Oxford,,false,malina.dumas@dentons.com,+1 (207) 835-4355,06-JUL-26,06-JUL-22,not_attempted
AMS832,MAINE ONLY LLC,,Store,Active,321 Hollis Rd,Hollis Center,,York,https://www.maineonlycannabis.com/,true,shane.maineonly@gmail.com,+1 (207) 205-7958,24-JUN-26,24-JUN-22,not_attempted
AMS839,"KIMBALL KUSH, LLC",BLACK BEAR BUD,Store,Active,429 Warren Ave Unit 7,Portland,2300560545,Cumberland,https://blackbearbud.wm.store/about,true,jtran531@gmail.com,+1 (781) 808-6772,09-NOV-25,09-NOV-21,not_attempted
AMS843,MAINE HILL JILLY LLC,BAYSIDE BUD SHACK AUS,Store,Active,1369 Atlantic Hwy,Northport,2302752845,Waldo,sunflowerfarmacy.com,true,maineflowerchild@yahoo.com,+1 (207) 930-0286,30-JUN-26,30-JUN-22,not_attempted
AMS852,JAR CO. PORTLAND LLC,JAR CANNABIS CO.,Store,Active,9 Exchange St,Portland,2300560545,Cumberland,https://jarcannabis.com/,true,joel@jarcannabis.com,+1 (207) 333-8171,27-SEP-25,27-SEP-22,not_attempted
AMS883,"KENDER FARMS, INC.",,Store,Active,104 Fairbanks Rd,Farmington,2300724775,Franklin,,false,malina.dumas@dentons.com,+1 (207) 835-4355,17-MAY-26,17-MAY-22,not_attempted
AMS911,BROTHERS BROADWAY LLC,BROTHERS CANNABIS,Store,Active,657 Broadway,Bangor,2301902795,Penobscot,,false,greg7314@aol.com,+1 (207) 852-0575,17-AUG-25,17-AUG-22,not_attempted
