"LICENSE","LICENSE_TYPE","LICENSE_NAME","DBA","LICENSE_STATUS","LICENSE_CITY","WEBSITE","CONTACT_NAME","CONTACT_TYPE","CONTACT_CITY","CONTACT_DESCRIPTION"
"DSP219","Dispensary","D BERENYI, LLC","MARIJUANAVILLE","Active","Augusta","https://marijuanaville.us/index.html","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP219","Dispensary","D BERENYI, LLC","MARIJUANAVILLE","Active","Augusta","https://marijuanaville.us/index.html","FRANK G BERENYI","Owner","","Individual Owner"
"DSP223","Dispensary","MV UNITY LLC","MARIJUANAVILLE","Active","Unity","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP223","Dispensary","MV UNITY LLC","MARIJUANAVILLE","Active","Unity","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Owner","","Individual Owner"
"DSP225","Dispensary","THE BERENYI GROUP LLC","MARIJUANAVILLE","Active","Newport","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP225","Dispensary","THE BERENYI GROUP LLC","MARIJUANAVILLE","Active","Newport","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Owner","","Individual Owner"
"DSP234","Dispensary","MV LEWISTON, LLC","MARIJUANAVILLE","Active","Lewiston","","FRANK G BERENYI","Officer","Waterville",""
"DSP237","Dispensary","ORLAND MVILLE, LLC","MARIJUANAVILLE","Active","Orland","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP244","Dispensary","MV LISBON STREET 2, LLC","MARIJUANAVILLE","Active","Lewiston","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP226","Dispensary","GROVE CANNABIS COMPANY, LLC","","Active","South Berwick","www.grovecannabis.com","JAMES WILLIAM POTTER","Officer","Kittery Point","Owner"
"DSP226","Dispensary","GROVE CANNABIS COMPANY, LLC","","Active","South Berwick","www.grovecannabis.com","DALTON A DALRYMPLE","Officer","South Berwick","Owner/Manager"
"DSP226","Dispensary","GROVE CANNABIS COMPANY, LLC","","Active","South Berwick","www.grovecannabis.com","DALTON DALRYMPLE","Owner","","Individual Owner"
"DSP249","Dispensary","GROVE CANNABIS COMPANY LLC","","Pending","Somerville","","DALTON DALRYMPLE","Owner","","Individual Owner"
"DSP226","Dispensary","GROVE CANNABIS COMPANY, LLC","","Active","South Berwick","www.grovecannabis.com","JAMES POTTER","Owner","","Individual Owner"
"DSP249","Dispensary","GROVE CANNABIS COMPANY LLC","","Pending","Somerville","","JAMES POTTER","Owner","","Individual Owner"
"DSP228","Dispensary","YOUR COASTAL CONNECTION, LLC","","Active","Morrill","yourcoastalconnection.me","KING E BISHOP","Officer","Morrill","Owner"
"DSP228","Dispensary","YOUR COASTAL CONNECTION, LLC","","Active","Morrill","yourcoastalconnection.me","KING E. BISHOP","Owner","","Individual Owner"
"DSP230","Dispensary","THRIVING WELLNESS, LLC","FIRST CLASS CANNABIS","Active","Saco","www.firstclasscannabis.net","PRIMA L DAGGETT","Officer","Lyman","Owner And Dsp Officer"
"DSP230","Dispensary","THRIVING WELLNESS, LLC","FIRST CLASS CANNABIS","Active","Saco","www.firstclasscannabis.net","PRIMA DAGGETT","Owner","","Individual Owner"
"DSP232","Dispensary","LISBON CANNABIS COMPANY","LISBON CANNABIS","Active","Lisbon Falls","https://lisboncannabis.me/contact/","JASON P E SMITH","Officer","Lisbon","Owner/Ceo"
"DSP232","Dispensary","LISBON CANNABIS COMPANY","LISBON CANNABIS","Active","Lisbon Falls","https://lisboncannabis.me/contact/","JASON SMITH","Owner","","Individual Owner"
"DSP174","Dispensary","F. BERENYI ENTERPRISES LLC","MARIJUANAVILLE","Active","Gardiner","https://marijuanaville.us/","FRANK G BERENYI","Officer","Waterville","President"
"DSP174","Dispensary","F. BERENYI ENTERPRISES LLC","MARIJUANAVILLE","Active","Gardiner","https://marijuanaville.us/","FRANK G BERENYI","Owner","","Individual Owner"
"DSP194","Dispensary","BERENYI ENTERPRISES, LLC","MARIJUANAVILLE","Active","Wilton","","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP194","Dispensary","BERENYI ENTERPRISES, LLC","MARIJUANAVILLE","Active","Wilton","","FRANK G BERENYI","Owner","","Individual Owner"
"DSP201","Dispensary","F.G. BERENYI, LLC","MARIJUANAVILLE","Active","Bangor","","FRANK G BERENYI","Officer","Waterville","Ceo"
"DSP201","Dispensary","F.G. BERENYI, LLC","MARIJUANAVILLE","Active","Bangor","","FRANK G BERENYI","Owner","","Individual Owner"
"DSP202","Dispensary","K BERENYI LLC","MARIJUANAVILLE","Active","Alfred","https://marijuanaville.us/index.html","FRANK G BERENYI","Officer","Waterville","Ceo"
"DSP202","Dispensary","K BERENYI LLC","MARIJUANAVILLE","Active","Alfred","https://marijuanaville.us/index.html","FRANK G BERENYI","Owner","","Individual Owner"
"DSP216","Dispensary","HGC LLC","MARIJUANAVILLE","Active","Winslow","","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP216","Dispensary","HGC LLC","MARIJUANAVILLE","Active","Winslow","","FRANK G BERENYI","Owner","","Individual Owner"
"DSP219","Dispensary","D BERENYI, LLC","MARIJUANAVILLE","Active","Augusta","https://marijuanaville.us/index.html","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP219","Dispensary","D BERENYI, LLC","MARIJUANAVILLE","Active","Augusta","https://marijuanaville.us/index.html","FRANK G BERENYI","Owner","","Individual Owner"
"DSP223","Dispensary","MV UNITY LLC","MARIJUANAVILLE","Active","Unity","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP223","Dispensary","MV UNITY LLC","MARIJUANAVILLE","Active","Unity","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Owner","","Individual Owner"
"DSP225","Dispensary","THE BERENYI GROUP LLC","MARIJUANAVILLE","Active","Newport","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP225","Dispensary","THE BERENYI GROUP LLC","MARIJUANAVILLE","Active","Newport","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Owner","","Individual Owner"
"DSP234","Dispensary","MV LEWISTON, LLC","MARIJUANAVILLE","Active","Lewiston","","FRANK G BERENYI","Officer","Waterville",""
"DSP237","Dispensary","ORLAND MVILLE, LLC","MARIJUANAVILLE","Active","Orland","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP244","Dispensary","MV LISBON STREET 2, LLC","MARIJUANAVILLE","Active","Lewiston","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP234","Dispensary","MV LEWISTON, LLC","MARIJUANAVILLE","Active","Lewiston","","FRANK BERENYI","Owner","","Individual Owner"
"DSP237","Dispensary","ORLAND MVILLE, LLC","MARIJUANAVILLE","Active","Orland","https://marijuanaville.marketingservices.dev/","FRANK BERENYI","Owner","","Individual Owner"
"DSP244","Dispensary","MV LISBON STREET 2, LLC","MARIJUANAVILLE","Active","Lewiston","https://marijuanaville.marketingservices.dev/","FRANK BERENYI","Owner","","Individual Owner"
"DSP235","Dispensary","KENDER FARMS, INC.","BLUE SKY","Active","Farmington","","CHARLES R CRANDALL","Officer","Jay",""
"DSP235","Dispensary","KENDER FARMS, INC.","BLUE SKY","Active","Farmington","","JACOB G DAKU","Officer","Farmington",""
"DSP235","Dispensary","KENDER FARMS, INC.","BLUE SKY","Active","Farmington","","CHARLES CRANDALL","Owner","","Individual Owner"
"DSP235","Dispensary","KENDER FARMS, INC.","BLUE SKY","Active","Farmington","","JACOB DAKU","Owner","","Individual Owner"
"DSP174","Dispensary","F. BERENYI ENTERPRISES LLC","MARIJUANAVILLE","Active","Gardiner","https://marijuanaville.us/","FRANK G BERENYI","Officer","Waterville","President"
"DSP174","Dispensary","F. BERENYI ENTERPRISES LLC","MARIJUANAVILLE","Active","Gardiner","https://marijuanaville.us/","FRANK G BERENYI","Owner","","Individual Owner"
"DSP194","Dispensary","BERENYI ENTERPRISES, LLC","MARIJUANAVILLE","Active","Wilton","","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP194","Dispensary","BERENYI ENTERPRISES, LLC","MARIJUANAVILLE","Active","Wilton","","FRANK G BERENYI","Owner","","Individual Owner"
"DSP201","Dispensary","F.G. BERENYI, LLC","MARIJUANAVILLE","Active","Bangor","","FRANK G BERENYI","Officer","Waterville","Ceo"
"DSP201","Dispensary","F.G. BERENYI, LLC","MARIJUANAVILLE","Active","Bangor","","FRANK G BERENYI","Owner","","Individual Owner"
"DSP202","Dispensary","K BERENYI LLC","MARIJUANAVILLE","Active","Alfred","https://marijuanaville.us/index.html","FRANK G BERENYI","Officer","Waterville","Ceo"
"DSP202","Dispensary","K BERENYI LLC","MARIJUANAVILLE","Active","Alfred","https://marijuanaville.us/index.html","FRANK G BERENYI","Owner","","Individual Owner"
"DSP216","Dispensary","HGC LLC","MARIJUANAVILLE","Active","Winslow","","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP216","Dispensary","HGC LLC","MARIJUANAVILLE","Active","Winslow","","FRANK G BERENYI","Owner","","Individual Owner"
"DSP219","Dispensary","D BERENYI, LLC","MARIJUANAVILLE","Active","Augusta","https://marijuanaville.us/index.html","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP219","Dispensary","D BERENYI, LLC","MARIJUANAVILLE","Active","Augusta","https://marijuanaville.us/index.html","FRANK G BERENYI","Owner","","Individual Owner"
"DSP223","Dispensary","MV UNITY LLC","MARIJUANAVILLE","Active","Unity","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP223","Dispensary","MV UNITY LLC","MARIJUANAVILLE","Active","Unity","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Owner","","Individual Owner"
"DSP225","Dispensary","THE BERENYI GROUP LLC","MARIJUANAVILLE","Active","Newport","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP225","Dispensary","THE BERENYI GROUP LLC","MARIJUANAVILLE","Active","Newport","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Owner","","Individual Owner"
"DSP234","Dispensary","MV LEWISTON, LLC","MARIJUANAVILLE","Active","Lewiston","","FRANK G BERENYI","Officer","Waterville",""
"DSP237","Dispensary","ORLAND MVILLE, LLC","MARIJUANAVILLE","Active","Orland","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP244","Dispensary","MV LISBON STREET 2, LLC","MARIJUANAVILLE","Active","Lewiston","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP234","Dispensary","MV LEWISTON, LLC","MARIJUANAVILLE","Active","Lewiston","","FRANK BERENYI","Owner","","Individual Owner"
"DSP237","Dispensary","ORLAND MVILLE, LLC","MARIJUANAVILLE","Active","Orland","https://marijuanaville.marketingservices.dev/","FRANK BERENYI","Owner","","Individual Owner"
"DSP244","Dispensary","MV LISBON STREET 2, LLC","MARIJUANAVILLE","Active","Lewiston","https://marijuanaville.marketingservices.dev/","FRANK BERENYI","Owner","","Individual Owner"
"DSP238","Dispensary","COASTAL CALYX LLC","FRIEND JEN & CO #1","Active","Auburn","www.friendjenandco.com","JACK P CHAMPLIN","Officer","Norway","Ceo/Founder"
"DSP238","Dispensary","COASTAL CALYX LLC","FRIEND JEN & CO #1","Active","Auburn","www.friendjenandco.com","JACK CHAMPLIN","Owner","","Individual Owner"
"DSP239","Dispensary","RICHARDSON REMEDIES, LLC","RICHARDSONS REMEDIES","Active","Caribou","www.richardsonremedies.com/","DERRELL RICHARDSON","Officer","Caribou","Owner"
"DSP239","Dispensary","RICHARDSON REMEDIES, LLC","RICHARDSONS REMEDIES","Active","Caribou","www.richardsonremedies.com/","DERRELL RICHARDSON","Owner","","Individual Owner"
"DSP239","Dispensary","RICHARDSON REMEDIES, LLC","RICHARDSONS REMEDIES","Active","Caribou","www.richardsonremedies.com/","DERRELL RICHARDSON","Officer","Caribou","Owner"
"DSP239","Dispensary","RICHARDSON REMEDIES, LLC","RICHARDSONS REMEDIES","Active","Caribou","www.richardsonremedies.com/","DERRELL RICHARDSON","Owner","","Individual Owner"
"DSP240","Dispensary","BLOOM MAY LLC","","Active","Turner","","MAY WOO LEI","Officer","New Sharon","Director/Owner"
"DSP240","Dispensary","BLOOM MAY LLC","","Active","Turner","","MAY WOO LEI","Owner","","Individual Owner"
"DSP240","Dispensary","BLOOM MAY LLC","","Active","Turner","","MAY WOO LEI","Officer","New Sharon","Director/Owner"
"DSP240","Dispensary","BLOOM MAY LLC","","Active","Turner","","MAY WOO LEI","Owner","","Individual Owner"
"DSP241","Dispensary","EDEN PLUS BOTANICAL LLC","","Active","Greene","","KENNY NG","Officer","Livermore Falls","Owner"
"DSP241","Dispensary","EDEN PLUS BOTANICAL LLC","","Active","Greene","","KENNY NG","Owner","","Individual Owner"
"DSP241","Dispensary","EDEN PLUS BOTANICAL LLC","","Active","Greene","","KENNY NG","Officer","Livermore Falls","Owner"
"DSP241","Dispensary","EDEN PLUS BOTANICAL LLC","","Active","Greene","","KENNY NG","Owner","","Individual Owner"
"DSP242","Dispensary","A & Y GARDEN LLC","","Active","Eliot","","YUEKANG FAN","Officer","Corinth","Sole Member"
"DSP242","Dispensary","A & Y GARDEN LLC","","Active","Eliot","","YUEKANG FAN","Owner","","Individual Owner"
"DSP242","Dispensary","A & Y GARDEN LLC","","Active","Eliot","","YUEKANG FAN","Officer","Corinth","Sole Member"
"DSP242","Dispensary","A & Y GARDEN LLC","","Active","Eliot","","YUEKANG FAN","Owner","","Individual Owner"
"DSP174","Dispensary","F. BERENYI ENTERPRISES LLC","MARIJUANAVILLE","Active","Gardiner","https://marijuanaville.us/","FRANK G BERENYI","Officer","Waterville","President"
"DSP174","Dispensary","F. BERENYI ENTERPRISES LLC","MARIJUANAVILLE","Active","Gardiner","https://marijuanaville.us/","FRANK G BERENYI","Owner","","Individual Owner"
"DSP194","Dispensary","BERENYI ENTERPRISES, LLC","MARIJUANAVILLE","Active","Wilton","","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP194","Dispensary","BERENYI ENTERPRISES, LLC","MARIJUANAVILLE","Active","Wilton","","FRANK G BERENYI","Owner","","Individual Owner"
"DSP201","Dispensary","F.G. BERENYI, LLC","MARIJUANAVILLE","Active","Bangor","","FRANK G BERENYI","Officer","Waterville","Ceo"
"DSP201","Dispensary","F.G. BERENYI, LLC","MARIJUANAVILLE","Active","Bangor","","FRANK G BERENYI","Owner","","Individual Owner"
"DSP202","Dispensary","K BERENYI LLC","MARIJUANAVILLE","Active","Alfred","https://marijuanaville.us/index.html","FRANK G BERENYI","Officer","Waterville","Ceo"
"DSP202","Dispensary","K BERENYI LLC","MARIJUANAVILLE","Active","Alfred","https://marijuanaville.us/index.html","FRANK G BERENYI","Owner","","Individual Owner"
"DSP216","Dispensary","HGC LLC","MARIJUANAVILLE","Active","Winslow","","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP216","Dispensary","HGC LLC","MARIJUANAVILLE","Active","Winslow","","FRANK G BERENYI","Owner","","Individual Owner"
"DSP219","Dispensary","D BERENYI, LLC","MARIJUANAVILLE","Active","Augusta","https://marijuanaville.us/index.html","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP219","Dispensary","D BERENYI, LLC","MARIJUANAVILLE","Active","Augusta","https://marijuanaville.us/index.html","FRANK G BERENYI","Owner","","Individual Owner"
"DSP223","Dispensary","MV UNITY LLC","MARIJUANAVILLE","Active","Unity","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP223","Dispensary","MV UNITY LLC","MARIJUANAVILLE","Active","Unity","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Owner","","Individual Owner"
"DSP225","Dispensary","THE BERENYI GROUP LLC","MARIJUANAVILLE","Active","Newport","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP225","Dispensary","THE BERENYI GROUP LLC","MARIJUANAVILLE","Active","Newport","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Owner","","Individual Owner"
"DSP234","Dispensary","MV LEWISTON, LLC","MARIJUANAVILLE","Active","Lewiston","","FRANK G BERENYI","Officer","Waterville",""
"DSP237","Dispensary","ORLAND MVILLE, LLC","MARIJUANAVILLE","Active","Orland","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP244","Dispensary","MV LISBON STREET 2, LLC","MARIJUANAVILLE","Active","Lewiston","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP234","Dispensary","MV LEWISTON, LLC","MARIJUANAVILLE","Active","Lewiston","","FRANK BERENYI","Owner","","Individual Owner"
"DSP237","Dispensary","ORLAND MVILLE, LLC","MARIJUANAVILLE","Active","Orland","https://marijuanaville.marketingservices.dev/","FRANK BERENYI","Owner","","Individual Owner"
"DSP244","Dispensary","MV LISBON STREET 2, LLC","MARIJUANAVILLE","Active","Lewiston","https://marijuanaville.marketingservices.dev/","FRANK BERENYI","Owner","","Individual Owner"
"DSP127","Dispensary","ATLANTIC FARMS LLC","","Active","Portland","www.theatlanticfarms.com","IAN P LARSON","Officer","Kingfield","Principal"
"DSP137","Dispensary","ATLANTIC FARMS LLC","ATLANTIC FARMS","Active","Somerville","www.theatlanticfarms.com","IAN P LARSON","Officer","Kingfield","Officer"
"DSP245","Dispensary","ATLANTIC FARMS LLC","","Active","Freeman Township","theatlanticfarms.com","IAN P LARSON","Officer","Kingfield","Manager"
"DSP127","Dispensary","ATLANTIC FARMS LLC","","Active","Portland","www.theatlanticfarms.com","JACKSON T MCLEOD","Officer","Portland",""
"DSP137","Dispensary","ATLANTIC FARMS LLC","ATLANTIC FARMS","Active","Somerville","www.theatlanticfarms.com","JACKSON T MCLEOD","Officer","Portland","Officer"
"DSP245","Dispensary","ATLANTIC FARMS LLC","","Active","Freeman Township","theatlanticfarms.com","JACKSON T MCLEOD","Officer","Portland","Manager"
"DSP245","Dispensary","ATLANTIC FARMS LLC","","Active","Freeman Township","theatlanticfarms.com","ATLANTIC FARMS MANAGEMENT, INC.","Owner","","Business Owner"
"DSP246","Dispensary","LAMSBROTHERS LLC","","Active","Auburn","","JIAN YING LIN","Officer","Saint Albans","Owner"
"DSP246","Dispensary","LAMSBROTHERS LLC","","Active","Auburn","","JIANYING LIN","Owner","","Individual Owner"
"DSP247","Dispensary","269 WESTERN AVE AUGUSTA MAINE CH LLC","CANNABIS HAVEN","Active","Augusta","cannabishaven.com","BRETT DAVID SCOTT","Officer","Candia","Manager"
"DSP247","Dispensary","269 WESTERN AVE AUGUSTA MAINE CH LLC","CANNABIS HAVEN","Active","Augusta","cannabishaven.com","HAVEN CORPORATION","Owner","","Business Owner"
"DSP248","Dispensary","20 UNION ST AUBURN MAINE CH LLC","CANNABIS HAVEN","Active","Auburn","cannabishaven.com","KATHY A SCOTT","Officer","Concord","Manager"
"DSP248","Dispensary","20 UNION ST AUBURN MAINE CH LLC","CANNABIS HAVEN","Active","Auburn","cannabishaven.com","KATHY SCOTT","Owner","","Individual Owner"
"DSP226","Dispensary","GROVE CANNABIS COMPANY, LLC","","Active","South Berwick","www.grovecannabis.com","DALTON DALRYMPLE","Owner","","Individual Owner"
"DSP249","Dispensary","GROVE CANNABIS COMPANY LLC","","Pending","Somerville","","DALTON DALRYMPLE","Owner","","Individual Owner"
"DSP226","Dispensary","GROVE CANNABIS COMPANY, LLC","","Active","South Berwick","www.grovecannabis.com","JAMES POTTER","Owner","","Individual Owner"
"DSP249","Dispensary","GROVE CANNABIS COMPANY LLC","","Pending","Somerville","","JAMES POTTER","Owner","","Individual Owner"
"DSP250","Dispensary","THEORY WELLNESS OF MAINE, LLC","","Pending","Waterville","","TW ESOP HOLDINGS INC.","Owner","","Business Owner"
"DSP251","Dispensary","AE, LLC","","Pending","Bowdoinham","","YUN JIN ZHANG","Owner","","Individual Owner"
"DSP111","Dispensary","BLOSSOM, LLC","BLOSSOM CANNABIS","Active","Biddeford","www.blossommj.com","BLOSSOM HOLDINGS, INC.","Owner","","Business Owner"
"DSP147","Dispensary","BLOSSOM, LLC","BLOSSOM CANNABIS","Active","Saco","www.blossommj.com","BLOSSOM HOLDINGS, INC.","Owner","","Business Owner"
"DSP252","Dispensary","BLOSSOM, LLC","BLOSSOM CANNABIS","Pending","South Portland","","BLOSSOM HOLDINGS, INC.","Owner","","Business Owner"
"DSP253","Dispensary","SOUTHSIDE TREE FARM, LLC","","Pending","Portland","","KB CONSOLIDATED, LLC","Owner","","Business Owner"
"DSP254","Dispensary","MYSTIQUE OPERATIONS, LLC","","Active","Auburn","","SEAN BENJAMIN OBRIEN","Officer","Falmouth","Manager/Member"
"DSP254","Dispensary","MYSTIQUE OPERATIONS, LLC","","Active","Auburn","","CHRISTOPHER J LEFEVRE","Officer","Portland","Manager/Member"
"DSP254","Dispensary","MYSTIQUE OPERATIONS, LLC","","Active","Auburn","","CARL J LEFEVRE","Officer","Falmouth","Manager/Member"
"DSP254","Dispensary","MYSTIQUE OPERATIONS, LLC","","Active","Auburn","","CARL LEFEVRE","Owner","","Individual Owner"
"DSP254","Dispensary","MYSTIQUE OPERATIONS, LLC","","Active","Auburn","","CHRISTOPHER LEFEVRE","Owner","","Individual Owner"
"DSP254","Dispensary","MYSTIQUE OPERATIONS, LLC","","Active","Auburn","","CINDY WILSON","Owner","","Individual Owner"
"DSP254","Dispensary","MYSTIQUE OPERATIONS, LLC","","Active","Auburn","","SEAN OBRIEN","Owner","","Individual Owner"
"DSP255","Dispensary","OASIS BOTANICAL, LLC","OASIS REFINERY","Pending","Gardiner","","JACOB FOSTER","Owner","","Individual Owner"
"DSP256","Dispensary","ROSEBUD, LLC","","Pending","South Portland","","PETER MOURMOURAS","Owner","","Individual Owner"
"DSP256","Dispensary","ROSEBUD, LLC","","Pending","South Portland","","THOMAS MOURMOURAS","Owner","","Individual Owner"
"DSP257","Dispensary","EARTHBOUND CONSULTING LLC","","Pending","Waterville","","PHILLIP BERGERON","Owner","","Individual Owner"
"DSP257","Dispensary","EARTHBOUND CONSULTING LLC","","Pending","Waterville","","JASON WHITAKER","Owner","","Individual Owner"
